code,lat,lng,value
3060053043,-23.6165085,-46.6617823,66
4780121878,-23.5660316,-46.6850277,29
5111481252,-23.6346827,-46.7754046,57
1990934602,-23.5687306,-46.6534097,27
917202138,-23.4970477,-46.7064539,29
1110146589,-23.6562263,-46.6494238,26
1110146820,-23.659996,-46.6579854,21
1110147116,-23.6639986,-46.6594604,39
1110147185,-23.6522602,-46.6684366,27
1110147211,-23.6541607,-46.6641067,21
1110147282,-23.6568289,-46.6485614,22
1986758062,-23.5593881,-46.7116328,34
1785438866,-23.5980163,-46.5802921,32
5804445119,-23.5387279,-46.5667938,21
632018137,-23.5156755,-46.7262053,61
4247515846,-23.5014909,-46.6119445,23
4314628559,-23.4962522,-46.6624685,34
3802924331,-23.6040594,-46.6362869,30
2388985916,-23.5183419,-46.6284248,23
2179749636,-23.5577466,-46.443324,29
2179749666,-23.5635887,-46.4341076,46
2179749667,-23.5650657,-46.4462929,68
4369181750,-23.6147386,-46.6353847,21
1089239068,-23.680095,-46.641077,23
1395428631,-23.7162639,-46.6260624,29
1679523624,-23.574327,-46.4577674,21
1623700497,-23.5836971,-46.7852305,23
1623700504,-23.5838348,-46.7877519,21
5791088165,-23.4160671,-46.8036022,111
1055739960,-23.6029952,-46.5294279,28
5468159248,-23.6147928,-46.4176415,21
736985017,-23.561113,-46.445967,38
2074982189,-23.5088602,-46.5481763,59
292405699,-23.5281929,-46.7335206,23
6424483282,-23.6669042,-46.6358361,23
5497546360,-23.5907556,-46.4789989,40
1429072770,-23.608529,-46.5911468,23
292424249,-23.5265161,-46.7406135,31
2368606701,-23.4905127,-46.3861682,35
2586711179,-23.6688264,-46.6768276,28
1567496765,-23.4479793,-46.7348161,27
1567496914,-23.4313807,-46.7262544,21
3891166358,-23.4319029,-46.7197036,46
4985898136,-23.596072,-46.5230666,28
4327412887,-23.7221078,-46.7852153,44
1664042159,-23.5248077,-46.4571548,23
5673797391,-23.6321442,-46.6456171,23
6432971029,-23.4564989,-46.7204025,43
308237519,-23.6561888,-46.6937954,37
468694516,-23.6228021,-46.6174815,22
3396318842,-23.6124788,-46.4937287,115
3891260942,-23.4433262,-46.5679191,56
468710829,-23.6257575,-46.6225681,20
493878010,-23.4917463,-46.4443887,117
3903866309,-23.6421854,-46.5856531,22
3891285472,-23.4500151,-46.5695342,27
1416648198,-23.5238131,-46.6853589,27
896570789,-23.4912808,-46.756171,21
5283814901,-23.663516,-46.6910789,26
389063064,-23.5831327,-46.6453955,28
2360391378,-23.5913356,-46.5976178,67
4226870165,-23.4960311,-46.4413725,27
4784716808,-23.4448612,-46.7046232,24
5921373777,-23.6209769,-46.4229963,27
28393768,-23.5991032,-46.7085448,50
28399401,-23.639727,-46.737327,27
28400235,-23.6428799,-46.7350776,30
5887844508,-23.6134105,-46.4707554,35
2552447548,-23.5996404,-46.658387,21
879847952,-23.4692694,-46.7518057,30
1844541346,-23.5550357,-46.6773607,24
3874599607,-23.5931404,-46.6920316,61
296861590,-23.6204715,-46.4782805,28
296861591,-23.6198854,-46.4782792,28
1370605767,-23.4591797,-46.6235309,21
296867665,-23.6233599,-46.4768091,23
296867667,-23.6258736,-46.4759184,21
296867673,-23.6230586,-46.4756558,22
296867757,-23.627014,-46.4720088,23
917625852,-23.4950821,-46.7303336,136
296870951,-23.619358,-46.477344,24
477229679,-23.5699022,-46.6482532,22
2352085725,-23.5195073,-46.6301352,21
4646371338,-23.544471,-46.7330894,24
296884187,-23.6306022,-46.4673165,21
418519032,-23.5771416,-46.610345,35
296885355,-23.6239594,-46.4709742,27
296885360,-23.626922,-46.4701163,22
296885361,-23.6275648,-46.4701061,25
1989743321,-23.4851637,-46.4352537,46
296888451,-23.6335008,-46.4613063,86
296888460,-23.6331053,-46.4601418,23
1664231948,-23.5197569,-46.5464585,39
1664232046,-23.5192695,-46.5465144,21
1664232056,-23.5143777,-46.5345294,61
1269973821,-23.6204498,-46.5006149,24
1269973958,-23.6190455,-46.508259,21
1269974372,-23.6155247,-46.5015063,21
1664240105,-23.6192883,-46.423536,68
1664243483,-23.6288066,-46.4457265,23
452096079,-23.5302774,-46.5990753,21
1672644329,-23.4979382,-46.3996065,20
1672644819,-23.4996656,-46.3858914,25
1672645426,-23.5015424,-46.3841039,30
1672645992,-23.5045842,-46.3784136,20
485658541,-23.5463546,-46.7551469,21
485658743,-23.5568027,-46.7405678,71
3400703264,-23.5094307,-46.5927686,53
674412653,-23.6092534,-46.6042895,20
674412673,-23.6104828,-46.6035189,23
674412676,-23.6107062,-46.6024369,25
674412720,-23.6076584,-46.601664,32
1001568643,-23.5974715,-46.6972948,144
3258117902,-23.6697604,-46.7365004,35
1383266146,-23.5199457,-46.7410731,25
1383266157,-23.5200051,-46.7457901,31
5057481123,-23.6406888,-46.7363402,25
6739397733,-23.4768487,-46.6102834,22
296948233,-23.6137942,-46.4707016,31
2356351861,-23.6415568,-46.4576308,20
192092548,-23.5173322,-46.5616189,32
296951869,-23.6180537,-46.481423,22
296955888,-23.6221842,-46.482059,22
2427423610,-23.6655779,-46.6780158,33
2427423681,-23.6913751,-46.6606253,32
1794354316,-23.4804825,-46.4932907,33
477357249,-23.6465449,-46.6653016,21
3564371986,-23.5362438,-46.4514847,224
4633925388,-23.5284499,-46.6809523,24
4499716888,-23.5574879,-46.5772058,27
133453940,-23.5293891,-46.5846595,41
2524219180,-23.5383713,-46.5625992,25
1832164426,-23.5579149,-46.6780896,21
1676981934,-23.5389151,-46.4707028,67
1676981974,-23.5389672,-46.4695727,36
1676982107,-23.5391996,-46.4629138,35
1676982138,-23.5397676,-46.4619479,41
1538576322,-23.6136028,-46.6089914,25
5045017739,-23.652977,-46.6885928,30
1383422176,-23.6524158,-46.6333053,53
3375721692,-23.5740219,-46.6570347,23
3900024715,-23.637937,-46.6718901,23
6047509131,-23.5940706,-46.5026881,26
5502254252,-23.6086108,-46.5056826,24
309706865,-23.6840217,-46.6914223,29
1706413309,-23.5245765,-46.5567327,39
2352339800,-23.5239286,-46.5577198,22
431359223,-23.6294821,-46.6462085,62
431359229,-23.6267949,-46.6410386,28
431359325,-23.6245595,-46.6313288,24
431359354,-23.6104442,-46.6378251,27
938877452,-23.4944956,-46.7560651,25
1266042863,-23.5581325,-46.5211898,33
1081500505,-23.5851725,-46.5263998,75
3824584730,-23.5313692,-46.6257431,23
901155582,-23.4723464,-46.7545806,23
1664522706,-23.596408,-46.4556738,30
4491497838,-23.5272623,-46.6521661,22
6412500887,-23.5774285,-46.6409029,25
6047600073,-23.5618997,-46.5121031,27
3908506632,-23.5643218,-46.4141386,37
3908506648,-23.5635101,-46.4079558,24
5506544649,-23.5256864,-46.5777661,29
1379358589,-23.65841,-46.6982245,22
1417111774,-23.5875929,-46.598324,33
2432135929,-23.5940415,-46.4442105,21
2432135954,-23.5948104,-46.4440422,26
5045190925,-23.6535084,-46.669454,42
158833193,-23.5189316,-46.6734548,24
158834703,-23.5170073,-46.6750138,25
158844418,-23.5466177,-46.6546744,27
158846525,-23.5241436,-46.6113677,26
305664250,-23.6386817,-46.6930388,28
2063078944,-23.4887071,-46.6239169,21
3505920485,-23.6381904,-46.7439727,21
3287818277,-23.6381858,-46.6705989,24
3287818281,-23.6400185,-46.6707067,21
2830649476,-23.5068935,-46.7049142,24
2830649478,-23.505515,-46.7059888,67
2390252477,-23.5144873,-46.6652043,30
2390252495,-23.5128808,-46.666032,43
4839730871,-23.396323,-46.5742395,168
3908605018,-23.6094548,-46.407575,33
3908605689,-23.6155097,-46.4222046,30
1207475399,-23.499321,-46.4683733,50
175677735,-23.5399129,-46.5676096,46
1853399829,-23.5151643,-46.694134,22
2302195158,-23.5432408,-46.4102743,46
2302195202,-23.54488,-46.4086866,53
5825421313,-23.6051037,-46.6001803,23
3317230278,-23.6831346,-46.6348574,40
4839767424,-23.4225126,-46.5780653,27
913902976,-23.6376151,-46.6714009,55
5355673654,-23.5267573,-46.4646114,22
2390302717,-23.5045196,-46.6883506,71
1106861873,-23.6530485,-46.6694732,60
2130282105,-23.5131197,-46.7221927,127
2235142498,-23.5642929,-46.4134291,31
507105413,-23.6515127,-46.659374,29
4728599360,-23.6102247,-46.4399606,155
1836711139,-23.6281515,-46.4440063,22
1836711141,-23.6282303,-46.4456819,23
1836711395,-23.6350334,-46.4435744,21
1678061327,-23.5419628,-46.4240868,26
3325705334,-23.5463687,-46.5728998,41
28991266,-23.6262941,-46.6412249,25
1836742133,-23.6181793,-46.4601344,23
1836742135,-23.6181759,-46.4577353,21
1836742199,-23.6196136,-46.4598702,73
1836742263,-23.6201403,-46.4651036,28
1836742297,-23.6228329,-46.4647392,23
1920635242,-23.6128025,-46.635717,21
1836769784,-23.6106767,-46.4535946,27
1836769845,-23.6119792,-46.4524206,22
1836769876,-23.6124984,-46.452196,26
1836769912,-23.6131984,-46.4555119,47
1836769954,-23.6142528,-46.4564253,33
2260400599,-23.5817367,-46.453737,23
1836781426,-23.5956088,-46.4432963,24
1836781431,-23.5961237,-46.436498,27
1836781441,-23.5967566,-46.4430159,29
1836781446,-23.5968154,-46.4405344,33
1836781520,-23.5990796,-46.4389923,22
1836781545,-23.6004566,-46.4380156,35
1836781572,-23.6011187,-46.4376129,22
1836781822,-23.6103247,-46.4399233,110
389747794,-23.6188134,-46.6393572,39
4743435834,-23.428617,-46.8027633,72
29039592,-23.6600399,-46.7690088,21
29040101,-23.6598152,-46.7699003,33
4173020624,-23.4851779,-46.7241287,91
2549830033,-23.427271,-46.7847202,50
2524664727,-23.6423666,-46.7394313,28
1677416158,-23.5194279,-46.455467,25
25782459,-23.5277493,-46.5919814,99
5854944024,-23.6844409,-46.7693472,21
1278963207,-23.6658776,-46.6770612,25
6505069228,-23.6655911,-46.7114067,27
2499512563,-23.539931,-46.5808884,65
1107009980,-23.6482605,-46.6624242,83
3258690481,-23.644018,-46.7294723,22
360446644,-23.4170828,-46.7311412,46
360446670,-23.4115625,-46.7335998,40
360446717,-23.4122205,-46.7350867,39
1836848118,-23.5922258,-46.443918,50
1836848189,-23.5940428,-46.4441595,56
1836848202,-23.5939359,-46.4429425,24
1836848239,-23.5946311,-46.4419531,34
1836848261,-23.5949483,-46.4381274,32
1836848271,-23.5954312,-46.4362811,60
1836848273,-23.5957808,-46.4347752,51
1107041180,-23.6037633,-46.5092517,24
1274824241,-23.605949,-46.521562,21
1274824918,-23.6070533,-46.5226119,31
1274825191,-23.6111904,-46.5238604,23
1585214919,-23.5830621,-46.7608845,21
1984335467,-23.5978486,-46.4674685,71
1488751162,-23.4623456,-46.5806743,34
1488751555,-23.4508759,-46.5697009,199
461151304,-23.5337164,-46.6847049,35
1660722622,-23.5364067,-46.4036972,22
1660727161,-23.5410294,-46.4257287,21
662492040,-23.5791111,-46.4814467,57
5779561896,-23.5161943,-46.6663783,25
1836925556,-23.5880451,-46.3817178,31
1107116679,-23.6053526,-46.5072201,41
1040018671,-23.6011501,-46.5257253,58
1732085061,-23.505483,-46.4566514,290
1732088165,-23.5148126,-46.4552504,27
1396549635,-23.7123319,-46.6361737,43
1396549993,-23.7150552,-46.6271784,24
1396550025,-23.7153506,-46.6279977,28
4022199402,-23.5561226,-46.4451305,22
1678946463,-23.5505839,-46.4593291,32
2466123836,-23.5459776,-46.4112261,26
2466123840,-23.5453386,-46.4108646,47
1732122123,-23.4995688,-46.4569921,26
1732122248,-23.5006627,-46.4543406,26
301867924,-23.6201628,-46.6793875,44
1484662152,-23.6178235,-46.60987,106
2451166007,-23.5809769,-46.5854827,22
1836987633,-23.5485957,-46.5033004,29
553535219,-23.7121456,-46.6891672,25
1836992290,-23.6077451,-46.4496323,61
1484671254,-23.6237998,-46.6005814,35
1732139157,-23.5130566,-46.4437342,82
805199178,-23.7347582,-46.6951127,60
6765306234,-23.4356403,-46.7859613,136
2348704539,-23.5170212,-46.7340525,24
1686004966,-23.638263,-46.7797796,30
1732149847,-23.4917401,-46.4582375,22
415141388,-23.6027549,-46.6153919,44
6765318440,-23.437839,-46.7847432,37
1715381448,-23.557754,-46.7467679,37
1837020493,-23.5437411,-46.4209214,36
1837021168,-23.5588714,-46.4119775,23
2348728245,-23.5090607,-46.7185433,79
2348728313,-23.5099959,-46.6883223,20
1111409915,-23.6604251,-46.6636656,22
469685265,-23.5997391,-46.605825,27
4487835969,-23.5202392,-46.6444301,54
129958526,-23.5414534,-46.5646002,25
129959872,-23.5384994,-46.5652654,26
129959874,-23.537411,-46.5602715,32
1837042832,-23.5458984,-46.4091435,30
1837042892,-23.5512771,-46.413082,22
1837043059,-23.556988,-46.4038509,29
1837043226,-23.5602276,-46.4079997,25
1837043271,-23.5608744,-46.4088864,22
129961676,-23.5278009,-46.585841,138
1837043771,-23.5643856,-46.4026519,24
1275014123,-23.6126879,-46.5227195,49
1275014126,-23.6139604,-46.5219569,28
4395582562,-23.6059943,-46.5269075,22
2512350621,-23.5757101,-46.7201822,21
2583653816,-23.600224,-46.6586041,26
4085233856,-23.520292,-46.6715446,36
4806670069,-23.50906,-46.5925377,23
