code,lat,lng,value
1666869473,-23.5105716,-46.4114698,21
2308604882,-23.6848151,-46.7904526,20
4569338803,-23.5549963,-46.5776507,22
1925245300,-23.5231702,-46.5720643,22
1666885456,-23.4970529,-46.4004924,37
1679468989,-23.5564819,-46.4437778,35
1679469633,-23.5687292,-46.4461531,28
1549468466,-23.6213678,-46.6198399,29
1989882106,-23.4920383,-46.4020338,23
1989882114,-23.4928387,-46.4021673,76
534465510,-23.6927245,-46.7149016,21
148590322,-23.5049572,-46.6887932,32
1645957411,-23.5985927,-46.4653657,95
1067143496,-23.7798877,-46.6914281,44
1645957565,-23.6059081,-46.4624471,21
1645958061,-23.6090695,-46.4721433,49
1645958299,-23.6103379,-46.4748053,23
1645958364,-23.6106975,-46.4659024,41
1645958388,-23.6107214,-46.4748544,31
1645958467,-23.6112321,-46.4629405,31
1645958516,-23.611436,-46.4657904,26
1645958564,-23.611829,-46.4676265,23
1645958863,-23.6248645,-46.4698524,31
1645958868,-23.6265761,-46.4695059,24
662464306,-23.5966176,-46.4751662,27
1679516770,-23.5548527,-46.4627048,39
1679518881,-23.5618688,-46.4657094,52
1834711859,-23.5397748,-46.7389718,27
656117366,-23.6985779,-46.6729663,89
1373371540,-23.6095916,-46.6974797,25
1042023899,-23.6013473,-46.5304933,24
1989948320,-23.49182,-46.4541356,93
6138118163,-23.5096401,-46.5503515,55
3285994109,-23.6493586,-46.6632621,22
3285994120,-23.6402158,-46.6514046,32
1704754024,-23.5253524,-46.4318709,22
1704754957,-23.5260581,-46.432187,22
2057821187,-23.484598,-46.477122,158
303860476,-23.5712101,-46.6494243,39
1394384314,-23.69656,-46.6329416,39
1394384373,-23.6973845,-46.6304065,20
1394385081,-23.7040145,-46.6259455,26
1394385434,-23.709576,-46.6392463,20
396152166,-23.5401956,-46.6721096,27
832362752,-23.4771466,-46.7192991,21
1616705349,-23.591338,-46.7961518,26
60624713,-23.5635599,-46.663999,23
206291837,-23.5338447,-46.6816779,48
60634935,-23.5273444,-46.6256175,21
2061326898,-23.5375311,-46.5465489,29
1679647026,-23.5694214,-46.4367053,32
1679647034,-23.5719256,-46.4427356,33
5815235344,-23.3728755,-46.5675756,123
1964865449,-23.5159247,-46.6537443,31
5844597047,-23.4679118,-46.5706893,37
1990035111,-23.4904211,-46.3920387,22
4816998975,-23.5109037,-46.7275317,23
3302856361,-23.6257801,-46.6868689,33
2308809204,-23.6753643,-46.7523402,32
1037938768,-23.6063278,-46.5219522,27
442351501,-23.6932059,-46.6568266,28
442351505,-23.6943108,-46.6553642,21
2002634902,-23.4310904,-46.5693985,50
1837754910,-23.5457101,-46.4028089,23
2480797132,-23.5003191,-46.7539014,43
173945832,-23.5363293,-46.5546665,32
568216724,-23.5752531,-46.7117809,39
434003337,-23.5414397,-46.6099047,22
173957290,-23.5477742,-46.5392892,23
303987560,-23.5967531,-46.6735485,45
4569602825,-23.5550635,-46.599699,24
5026787318,-23.5605459,-46.684254,21
5546892685,-23.7315627,-46.7856715,47
5546892699,-23.7315345,-46.7842163,22
387903252,-23.5865166,-46.6384327,24
1604262137,-23.5765453,-46.7799455,22
2308914195,-23.6909889,-46.7608546,21
1390362291,-23.6981137,-46.6480175,34
1390362381,-23.6988392,-46.6464718,32
1390362402,-23.6988553,-46.6414154,33
1390362487,-23.6993442,-46.6482396,20
1390362551,-23.699719,-46.6459708,55
1390362741,-23.701296,-46.6447406,22
5718886573,-23.5862502,-46.7900626,81
5718886576,-23.5854347,-46.7888328,38
308237328,-23.6730276,-46.6868213,22
308237352,-23.6970882,-46.6698485,21
308237423,-23.6955526,-46.6765635,35
6557751544,-23.4921261,-46.6958755,24
2577363143,-23.6399992,-46.7372375,23
1663006953,-23.5350543,-46.4520067,23
1663006959,-23.5342812,-46.4525311,67
1314880719,-23.6593002,-46.6364621,32
1314880757,-23.6686434,-46.6492379,24
1314880794,-23.6616115,-46.6453612,39
1314881182,-23.6599794,-46.6367783,29
1314881244,-23.6694588,-46.6487494,29
1314881272,-23.6736688,-46.6432552,26
1314881357,-23.6698447,-46.6473555,40
1314881422,-23.6701452,-46.6477858,36
1314881495,-23.6720482,-46.6439837,36
1314881512,-23.6668946,-46.6528602,72
2308936279,-23.68187,-46.7969015,29
3831479746,-23.4909893,-46.4397971,42
4582262779,-23.4516187,-46.6999068,21
1604307467,-23.5377697,-46.7448991,24
1604307468,-23.5337881,-46.7492962,84
1604307472,-23.5372542,-46.7454613,27
1663042251,-23.5469401,-46.4555467,23
2308966636,-23.7121297,-46.7812655,100
2116033922,-23.4967221,-46.6285846,27
2644519636,-23.5961185,-46.4359723,21
2644523487,-23.5943819,-46.4418577,29
656434021,-23.4932502,-46.4495636,24
31500254,-23.6376718,-46.7378142,46
31500943,-23.6324247,-46.7384034,21
5467328857,-23.5208584,-46.5595729,26
2430665344,-23.584167,-46.5338958,25
1280918835,-23.6715844,-46.6776592,30
2489402970,-23.5946109,-46.4440707,27
2489403010,-23.6112063,-46.4754225,23
1096913968,-23.6135228,-46.5026837,42
1096914030,-23.6145994,-46.5018478,79
253870833,-23.6480537,-46.663473,23
253870841,-23.6474389,-46.669814,23
253872248,-23.6392775,-46.6716915,31
2363607799,-23.5586367,-46.5137079,20
5752607372,-23.5988513,-46.5971686,41
1424087276,-23.5494239,-46.5744644,25
4783732254,-23.461127,-46.7118634,21
513931137,-23.4865018,-46.3816211,45
513931158,-23.4966483,-46.3933427,61
513931223,-23.4935764,-46.4434663,33
513931352,-23.4928759,-46.3886944,53
513931357,-23.4924072,-46.3881853,77
513931395,-23.4860004,-46.3805945,28
1667368634,-23.4428202,-46.5927764,21
1659407850,-23.5938406,-46.4474042,35
1667370805,-23.4386537,-46.5848816,24
6100771117,-23.4661672,-46.7232762,27
248042126,-23.6497356,-46.6468162,26
660766759,-23.6364889,-46.6473742,22
660766870,-23.6341427,-46.6455553,33
660766893,-23.6360222,-46.6466564,24
4246897962,-23.6596604,-46.7753688,25
660771498,-23.6361049,-46.6389139,23
660771503,-23.634664,-46.637364,34
660771544,-23.6362989,-46.6371055,22
300063859,-23.6129921,-46.6798894,22
4393709207,-23.5915367,-46.6644158,23
1596109289,-23.5806926,-46.7438452,22
1617089310,-23.5922005,-46.8062579,155
5345831201,-23.5335939,-46.4633836,22
312672122,-23.5051277,-46.6683061,20
312672145,-23.5137377,-46.6707238,64
2346911229,-23.5614686,-46.6836093,32
4297276745,-23.4866248,-46.6826985,72
413363381,-23.5982248,-46.6120136,40
413363588,-23.5961718,-46.612775,24
413363698,-23.602612,-46.6148719,39
413363782,-23.5935546,-46.6143313,31
253982212,-23.640692,-46.669902,28
2590230107,-23.5111468,-46.7274862,95
254005012,-23.6665029,-46.6523208,33
254008801,-23.6399617,-46.6661648,29
254008807,-23.6422828,-46.6670914,26
254008808,-23.6434614,-46.6664706,29
254008814,-23.6385635,-46.6678544,24
1378085111,-23.6947571,-46.650343,27
1378085175,-23.6951145,-46.650159,27
1378085268,-23.6955614,-46.6496337,22
467923554,-23.6232667,-46.6308676,25
467923654,-23.6217334,-46.63801,23
254016249,-23.6417086,-46.6709026,29
1837002244,-23.5582847,-46.4219197,22
2384739456,-23.5411526,-46.5787468,35
1673608735,-23.5129483,-46.5160282,35
1432635147,-23.6193442,-46.5848569,24
1432635222,-23.6219418,-46.5853627,32
1432635227,-23.6199439,-46.5852018,23
1432635259,-23.6205145,-46.5854456,26
1516524044,-23.5075479,-46.5484698,30
5882799712,-23.5224199,-46.5829322,25
1617198086,-23.5889679,-46.79714,25
509902829,-23.550836,-46.7579479,22
2581896521,-23.5329173,-46.6134382,34
1650761511,-23.6128184,-46.470027,22
660907185,-23.7219295,-46.6911223,33
577032911,-23.5776482,-46.7250067,96
467994527,-23.6258754,-46.6191536,21
467994595,-23.6201873,-46.6191166,29
2388985853,-23.5183452,-46.6266176,24
1432685653,-23.61895,-46.5870875,27
5421469625,-23.6195559,-46.4679489,21
1592075093,-23.6141362,-46.7556258,23
5077543075,-23.594764,-46.4463675,49
2527410789,-23.6337115,-46.7722146,38
2302195227,-23.5495605,-46.3967679,75
1432708507,-23.6181607,-46.5863168,24
5345996630,-23.6793221,-46.6393882,20
3999634017,-23.698587,-46.6477573,38
3840258798,-23.7355313,-46.7811641,30
983939868,-23.6221303,-46.5992858,23
2477112210,-23.5834135,-46.4920649,21
2376451515,-23.5586191,-46.5215166,36
2477117617,-23.5814764,-46.4901841,21
5878700849,-23.536489,-46.4092793,21
1696984127,-23.6270792,-46.7665523,24
2389060458,-23.543614,-46.6308154,25
1420176532,-23.5583681,-46.5777921,59
1734762582,-23.6213059,-46.4774475,26
2389087306,-23.5534959,-46.6240594,23
5199272145,-23.4089152,-46.7348057,67
2917578487,-23.5350821,-46.7439385,40
1424409034,-23.6320293,-46.5912066,21
1424409046,-23.6301006,-46.5914778,28
1424409057,-23.6295403,-46.5902225,23
1424409083,-23.6291803,-46.5925674,21
1424409096,-23.6296213,-46.5918254,26
1424409150,-23.6329855,-46.592377,25
296143258,-23.608024,-46.5445284,36
3298426602,-23.6881007,-46.7722991,26
3298426604,-23.6872643,-46.7715825,45
254200850,-23.6330446,-46.6447443,23
3353792625,-23.7042673,-46.6269694,47
254204396,-23.6496132,-46.6676652,27
4171700000,-23.4328294,-46.7200269,28
2108104636,-23.5302493,-46.5602915,24
1424438120,-23.6291071,-46.5867421,21
1424438185,-23.6299697,-46.5888138,21
1411861877,-23.4923465,-46.6911384,28
31943780,-23.6428805,-46.7470857,48
1957129961,-23.492093,-46.3878037,62
296191293,-23.6132499,-46.4756342,33
296191410,-23.6135567,-46.4701429,22
4972842763,-23.6839501,-46.6335753,73
3907490448,-23.6058829,-46.437036,25
929536010,-23.5278705,-46.6527182,91
145205023,-23.5250343,-46.6839565,29
145213151,-23.523879,-46.6850518,27
2057821439,-23.5078349,-46.551182,38
925359981,-23.5733402,-46.7348666,24
1047000341,-23.6050109,-46.5086478,22
5430060467,-23.6104228,-46.4409351,189
409500680,-23.5695278,-46.6069741,22
409500681,-23.5702814,-46.6056858,40
409500690,-23.5737116,-46.6076074,30
409500698,-23.5745162,-46.6035375,23
409500774,-23.5846852,-46.607623,22
409500777,-23.5843209,-46.6031846,26
409500828,-23.5895696,-46.6071551,47
409500911,-23.595188,-46.6055904,21
409500929,-23.5962534,-46.6055033,51
409500934,-23.5955777,-46.5975486,89
409500935,-23.5955534,-46.5972203,20
409500941,-23.5973056,-46.6054161,24
409500949,-23.5981967,-46.6030802,23
409500950,-23.5983014,-46.6042733,22
409500968,-23.5993546,-46.6041696,37
409500980,-23.600117,-46.6004826,63
409500990,-23.6009438,-46.600416,32
409501003,-23.6020746,-46.6013325,36
1659407855,-23.594021,-46.4460355,39
1659407916,-23.5951093,-46.4505784,21
1659407935,-23.5953412,-46.4511655,44
1659408499,-23.6198123,-46.4556059,38
1659408527,-23.6199125,-46.4570661,64
1659408717,-23.6227217,-46.4493773,30
1659408720,-23.6228553,-46.4712759,27
1659408811,-23.6255914,-46.4624618,26
1659408824,-23.6259013,-46.4696183,25
1659408841,-23.6266219,-46.4683594,21
1659408844,-23.6267929,-46.4680606,24
1659408886,-23.6281338,-46.4639515,22
27835725,-23.6441146,-46.7434328,35
27835734,-23.6443849,-46.7452207,21
3781738189,-23.5302637,-46.4441785,56
2557001717,-23.663918,-46.708545,30
2091453286,-23.5100779,-46.5946987,29
2091453353,-23.5226805,-46.5615922,29
1277760296,-23.6041576,-46.5416466,34
1667834162,-23.5956763,-46.4556096,33
1667834242,-23.5974447,-46.4591347,24
1038690626,-23.597357,-46.563771,37
2108242375,-23.487557,-46.7266845,35
254383947,-23.639218,-46.6887914,33
5430168529,-23.4240816,-46.7865294,32
2334793919,-23.8446829,-46.7385753,23
5499308277,-23.5094928,-46.7051813,29
2200584978,-23.5841419,-46.4085001,22
917136658,-23.4351653,-46.7173341,31
4608141340,-23.5860761,-46.5894387,26
